Domain, Va, Vb, Vc, Ia, Ib, Ic,Target
0.00025,0.0671365579589,-0.127004409777,0.0598678518179,0.00017176019491,-0.000324887971741,0.000153127776831,ABC
0.0005,0.287553452227,-0.492505624275,0.204952172049,0.000733874850922,-0.00125664041495,0.000522765564023,ABC
0.00075,0.684952112332,-1.06866699608,0.38371488375,0.00174504008828,-0.00272153530092,0.000976495212639,ABC
0.001,1.27651861042,-1.82326010426,0.546741493843,0.00324723567621,-0.00463526196905,0.00138802629283,ABC
0.00125,2.07287477371,-2.72029925999,0.647424486279,0.00526562573294,-0.00690442573002,0.00163879999706,ABC
0.0015,3.07809196715,-3.72067950465,0.642587537499,0.00780865996569,-0.00942816291145,0.00161950294574,ABC
0.00175,4.28978561366,-4.78285051431,0.493064900653,0.0108683767133,-0.0120998481553,0.00123147144191,ABC
0.002,5.69928979616,-5.86351891373,0.164229117568,0.0144209059968,-0.014808873313,0.000387967316104,ABC
0.00225,7.39436311221,-7.11289333192,-0.281469780282,0.0184196641255,-0.0174279049392,-0.000991759186287,ABC
0.0025,9.49970755657,-8.67959458851,-0.820112968054,0.0227680386116,-0.0197691831275,-0.00299885548412,ABC
0.00275,12.005553959,-10.4329207315,-1.57263322748,0.0273408952834,-0.0216425128617,-0.0056983824217,ABC
0.003,14.8788148047,-12.2348618269,-2.6439529778,0.0319998223017,-0.0228822652338,-0.00911755706794,ABC
0.00325,18.0688841945,-13.9513183137,-4.11756588084,0.0365978962149,-0.0233493973153,-0.0132484988997,ABC
0.0035,21.5100845552,-15.4549257005,-6.05515885465,0.0409839919534,-0.0229324675018,-0.0180515244517,ABC
0.00375,25.1240167579,-16.6271961753,-8.49682058268,0.045006813626,-0.0215481680803,-0.0234586455458,ABC
0.004,28.8219170314,-17.3603301445,-11.461586887,0.0485186429269,-0.0191414484978,-0.0293771944293,ABC
0.00425,32.5827488949,-17.7029731502,-14.8797757447,0.0513733969105,-0.0156747705014,-0.0356986264092,ABC
