Fault,Va,Vb,Vc,Ia,Ib,Ic
CG,551849.8096,-775334.7656,48.78028476,-372.9186885,-266.3064853,-0.000432654
CG,607111.6954,-731097.5343,48.46104486,-339.3982671,-309.5934579,0.002368199
CG,656984.8334,-680371.0071,47.71158657,-302.8624491,-350.1290102,0.005137217
CG,701026.5461,-623605.4364,46.53856211,-263.635529,-387.5533458,0.007849819
CG,738845.9162,-561304.6775,44.95238334,-222.0656877,-421.5342834,0.010481929
CG,770107.2562,-494021.7161,42.96712929,-178.5219021,-451.7702061,0.013010184
CG,794533.0883,-422353.7607,40.60042122,-133.3906699,-477.9927376,0.015412143
CG,811906.6071,-346936.9411,37.8732662,-87.07257918,-499.9691248,0.017666485
CG,822073.604,-268440.6624,34.80987064,-39.97875254,-517.5043038,0.0197532
CG,824943.836,-187561.663,31.43742547,7.472801836,-530.4426312,0.021653767
CG,820491.8267,-105017.8308,27.78586475,54.86090059,-538.6692655,0.023351316
CG,808757.0924,-21541.83047,23.88759999,101.7649236,-542.1111864,0.024830778
CG,789843.7916,62125.39894,19.77723246,147.7685474,-540.7378433,0.026079022
CG,763919.8,145241.2212,15.49124607,192.4634405,-534.561426,0.027084969
CG,731215.2207,227067.8945,11.06768356,235.452888,-523.6367569,0.027839688
CG,692020.342,306879.1193,6.545808758,276.3553124,-508.0608042,0.028336481
CG,646683.0604,383966.4856,1.965758162,314.8076609,-487.9718211,0.028570938
CG,595605.7927,457645.7606,-2.63181538,350.4686278,-463.5481189,0.028540978
CG,539241.9045,527262.9617,-7.206103478,383.0216837,-435.006484,0.028246867
CG,478091.6856,592200.1617,-11.71650443,412.1778853,-402.6002542,0.027691214
CG,412697.9096,651880.9735,-16.12298359,437.6784403,-366.6170693,0.026878952
CG,343641.0163,705775.6659,-20.38642874,459.2970038,-327.3763187,0.02581729
CG,271533.9597,753405.8659,-24.46899725,476.8416879,-285.2263061,0.024515651
CG,197016.7671,794348.8043,-28.33445193,490.1567648,-240.5411581,0.022985589
CG,120750.8582,828241.0689,-31.94848275,499.1240489,-193.7175031,0.021240683
CG,43413.17487,854781.8293,-35.27901131,503.6639459,-145.1709512,0.019296423
CG,-34309.82832,873735.5081,-38.2964756,503.7361593,-95.3324051,0.017170065
CG,-111728.2764,884933.871,-40.9740924,499.3400482,-44.6442353,0.014880482
CG,-188154.9978,888277.5204,-43.28809498,490.5146328,6.443646433,0.012447997
CG,-262911.6236,883736.7781,-45.2179441,477.3382481,57.47778042,0.0098942
CG,-335334.6085,871351.9478,-46.74651028,459.9278485,108.0051841,0.007241759
CG,-404781.1211,851232.9582,-47.86022586,438.43797,157.5773726,0.004514217
CG,-470634.7492,823558.387,-48.54920542,413.0593583,205.7543396,0.001735784
CG,-532310.9714,788573.8755,-48.80733352,384.0172757,252.108463,-0.001068879
CG,-589262.345,746589.9488,-48.63231901,351.5695017,296.2283003,-0.003874878
CG,-640983.3658,697979.2592,-48.02571532,316.0040452,337.7222407,-0.006657307
CG,-687014.9542,643173.2785,-46.99290671,277.6365876,376.2219809,-0.009391469
CG,-726948.5307,582658.4686,-45.54306047,236.8076811,411.3857947,-0.012053096
CG,-760429.6419,516971.9632,-43.68904552,193.8797261,442.9015653,-0.014618563
CG,-787161.1072,446696.8004,-41.44731825,149.233754,470.4895567,-0.017065099
CG,-806905.6562,372456.7474,-38.83777637,103.2660457,493.9048959,-0.019370989
CG,-819488.0348,294910.7643,-35.88358237,56.3846138,512.9397465,-0.021515765
CG,-824796.561,214747.1547,-32.61095788,9.005581172,527.425154,-0.023480391
CG,-822784.116,132677.4564,-29.04895095,-38.45051253,537.2325448,-0.025247428
CG,-813468.5622,49430.12597,-25.2291782,-85.56244368,542.2748678,-0.026801194
CG,-796932.5854,-34255.92747,-21.18554421,-131.9120434,542.5073669,-0.028127895
CG,-773322.9598,-117637.9006,-16.95394055,-177.0879095,537.9279785,-0.029215758
CG,-742849.2464,-199975.689,-12.57192725,-220.6890577,528.5773496,-0.030055126
CG,-705781.9318,-280538.4568,-8.078399352,-262.3284812,514.5384769,-0.030638548
CG,-662450.0282,-358611.1231,-3.513241739,-301.6365854,495.9359705,-0.030960848
CG,-613238.1527,-433500.7094,1.083024932,-338.264469,472.9349475,-0.031019164
CG,-558583.1133,-504542.4903,5.66960387,-371.8870202,445.7395666,-0.030812978
CG,-498970.032,-571105.8941,10.20578428,-402.2058028,414.591216,-0.030344122
CG,-434928.0388,-632600.0993,14.6513027,-428.9517053,379.7663705,-0.029616756
CG,-367025.575,-688479.2788,18.96670039,-451.8873292,341.574138,-0.028637338
CG,-295865.3475,-738247.4453,23.11367359,-470.8090961,300.3535154,-0.027414561
CG,-222078.9797,-781462.8528,27.05541346,-485.5490553,256.4703798,-0.025959279
CG,-146321.4045,-817741.9185,30.75693283,-495.9763737,210.3142411,-0.024284408
CG,-69265.05156,-846762.6267,34.18537678,-501.9984978,162.2947844,-0.022404816
CG,8406.121475,-868267.3875,37.31031417,-503.5619748,112.8382338,-0.020337187
CG,86002.69979,-882065.3233,40.10400785,-500.6529272,62.38356902,-0.018099872
CG,162835.9307,-888033.9624,42.5416608,-493.2971758,11.37862935,-0.01571273
CG,238223.8369,-886120.327,44.60163623,-481.560011,-39.72386181,-0.013196951
CG,311497.2701,-876341.4025,46.26564966,-465.5456125,-90.47031515,-0.010574865
CG,382005.85,-858783.9874,47.51893119,-445.3961253,-140.4103016,-0.007869745
CG,449123.7376,-833603.9225,48.3503566,-421.2903978,-189.1005502,-0.005105603
CG,512255.1898,-801024.7079,48.75254609,-393.4423941,-236.1088831,-0.002306974
CG,570839.8472,-761335.5189,48.72192982,-362.099295,-281.0180508,0.000501302
CG,624357.7083,-714888.6397,48.25877953,-327.5393041,-323.4294364,0.003294297
CG,672333.7448,-662096.336,47.36720618,-290.0691784,-362.9665936,0.00604722
CG,714342.1179,-603427.1961,46.05512343,-250.0215053,-399.2785877,0.008735637
CG,750009.9585,-539401.9713,44.33417743,-207.7517509,-432.0431109,0.011335684
CG,779020.6762,-470588.9541,42.21964341,-163.6351045,-460.9693429,0.013824283
CG,801116.7698,-397598.9338,39.73029012,-118.0631486,-485.8005326,0.016179345
CG,816102.1129,-321079.7749,36.88821325,-71.4403831,-506.3162765,0.018379966
CG,823843.6944,-241710.6668,33.71863927,-24.18063498,-522.3344755,0.020406612
CG,824272.7996,-160196.0955,30.24970155,23.29661488,-533.7129509,0.022241295
CG,817385.6197,-77259.59,26.51219061,70.56995503,-540.3507065,0.023867731
CG,803243.2857,6362.699409,22.53928088,117.2197839,-542.1888252,0.025271481
CG,781971.3261,89928.53535,18.36623618,162.8320344,-539.2109918,0.026440087
CG,753758.5523,172696.1816,14.03009675,207.0018489,-531.4436376,0.027363175
CG,718855.3827,253930.9865,9.569350466,249.337173,-518.9557064,0.028032552
CG,677571.6205,332911.9044,5.023591239,289.4622352,-501.8580418,0.028442276
CG,630273.7033,408937.8949,0.433167545,327.0208829,-480.3024041,0.028588711
CG,577381.4506,481334.146,-4.16117569,361.6797426,-454.4801225,0.028470555
CG,519364.3379,549458.0635,-8.71865875,393.1311799,-424.6203974,0.028088859
CG,456737.3292,612704.9746,-13.19882909,421.0960296,-390.988266,0.027447009
CG,390056.3062,670513.4953,-17.56192041,445.3260738,-353.8822494,0.026550702
CG,319913.1344,722370.513,-21.76920559,465.6062447,-313.6317033,0.025407894
CG,246930.4096,767815.7412,-25.78334047,481.7565342,-270.5938944,0.024028729
CG,171755.9316,806445.8049,-29.56869531,493.6335911,-225.1508293,0.022425447
CG,95056.95443,837917.8208,-33.09167103,501.1319939,-177.7058638,0.02061228
CG,17514.26357,861952.4411,-36.32099745,504.1851861,-128.680123,0.01860532
CG,-60183.86652,878336.3328,-39.22801083,502.7660674,-78.50876277,0.016422383
CG,-137347.7818,886924.0713,-41.78690833,496.887234,-27.63710763,0.014082842
CG,-213292.5697,887639.4313,-43.97497698,486.6008668,23.48330197,0.011607464
CG,-287344.1392,880476.0632,-45.77279534,471.9982684,74.39871763,0.009018221
CG,-358845.2031,865497.5495,-47.16440583,453.2090523,124.6572105,0.006338094
CG,-427161.113,842836.8406,-48.13745643,430.3999931,173.8126827,0.003590872
CG,-491685.492,812695.0745,-48.68331026,403.7735454,221.4288266,0.00080094
CG,-551845.6172,775339.7917,-48.7971223,373.5660477,267.0829981,-0.002006939
CG,-607107.503,731102.5603,-48.47788234,340.0456236,310.3699674,-0.004807842
CG,-656980.641,680376.0331,-47.72842397,303.5098029,350.9055163,-0.007576908
CG,-701022.3538,623610.4624,-46.55539944,264.2828802,388.3298484,-0.01028956
CG,-738841.7239,561309.7034,-44.9692206,222.7130362,422.3107827,-0.01292172
CG,-770103.0639,494026.7421,-42.98396647,179.1692479,452.546702,-0.015450025
CG,-794528.8961,422358.7867,-40.61725833,134.038013,478.7692301,-0.017852033
CG,-811902.4149,346941.9671,-37.89010324,87.71991958,500.745614,-0.020106424
CG,-822069.4118,268445.6883,-34.82670761,40.62609026,518.2807896,-0.022193189
CG,-824939.6438,187566.6889,-31.45426237,-6.8254668,531.2191137,-0.024093806
CG,-820487.6345,105022.8566,-27.80270157,-54.21356823,539.4457445,-0.025791404
CG,-808752.9003,21546.8563,-23.90443674,-101.1175939,542.8876621,-0.027270916
CG,-789839.5994,-62120.37314,-19.79406914,-147.1212204,541.5143156,-0.028519209
CG,-763915.6078,-145236.1954,-15.50808268,-191.8161162,535.3378949,-0.029525205
CG,-731211.0286,-227062.8687,-11.08452009,-234.8055664,524.4132225,-0.030279974
CG,-692016.1499,-306874.0935,-6.562645221,-275.7079935,508.8372664,-0.030776816
CG,-646678.8683,-383961.4599,-1.982594553,-314.1603447,488.7482799,-0.031011323
CG,-595601.6006,-457640.7349,2.614979061,-349.8213142,464.3245743,-0.030981412
CG,-539237.7124,-527257.936,7.189267232,-382.3743728,435.7829361,-0.03068735
CG,-478087.4935,-592195.1361,11.69966825,-411.5305771,403.3767029,-0.030131746
CG,-412693.7175,-651875.9479,16.10614749,-437.0311348,367.3935146,-0.029319533
CG,-343636.8243,-705770.6403,20.36959271,-458.6497009,328.1527607,-0.028257921
CG,-271529.7677,-753400.8403,24.45216129,-476.1943878,286.0027447,-0.026956331
CG,-197012.5751,-794343.7787,28.31761605,-489.5094673,241.3175933,-0.025426318
CG,-120746.6663,-828236.0433,31.93164694,-498.4767541,194.4939349,-0.023681462
CG,-43408.98292,-854776.8038,35.26217557,-503.0166537,145.9473796,-0.02173725
CG,34314.02024,-873730.4826,38.27963994,-503.0888699,96.10883017,-0.019610941
CG,111732.4683,-884928.8455,40.9572568,-498.6927615,45.42065699,-0.017321407
CG,188159.1897,-888272.495,43.27125946,-489.8673487,-5.667228111,-0.014888971
CG,262915.8154,-883731.7526,45.20110865,-476.6909667,-56.70136548,-0.012335224
CG,335338.8004,-871346.9224,46.7296749,-459.2805698,-107.2287725,-0.009682832
CG,404785.3129,-851227.9329,47.84339055,-437.7906939,-156.8009644,-0.006955339
CG,470638.941,-823553.3616,48.53237018,-412.4120849,-204.9779348,-0.004176955
CG,532315.1632,-788568.8502,48.79049836,-383.370005,-251.3320616,-0.001372341
CG,589266.5368,-746584.9235,48.61548392,-350.9222337,-295.4519022,0.00143361
CG,640987.5576,-697974.2339,48.0088803,-315.3567799,-336.945846,0.00421599
CG,687019.146,-643168.2533,46.97607177,-276.9893249,-375.4455896,0.006950103
CG,726952.7224,-582653.4434,45.5262256,-236.1604212,-410.6094067,0.009611681
CG,760433.8337,-516966.938,43.67221072,-193.2324688,-442.1251807,0.012177099
CG,787165.2989,-446691.7752,41.43048352,-148.5864994,-469.7131755,0.014623586
CG,806909.8479,-372451.7222,38.82094172,-102.6187938,-493.128518,0.016929427
CG,819492.2265,-294905.7392,35.86674779,-55.73736457,-512.1633721,0.019074155
CG,824800.7527,-214742.1296,32.59412337,-8.358334622,-526.6487829,0.021038732
CG,822788.3076,-132672.4313,29.03211651,39.0977564,-536.4561771,0.022805721
CG,813472.7539,-49425.10087,25.21234384,86.20968487,-541.4985034,0.024359437
CG,796936.777,34260.95255,21.16870992,132.5592819,-541.731006,0.02568609
CG,773327.1514,117642.9256,16.93710633,177.7351453,-537.151621,0.026773904
CG,742853.4379,199980.7141,12.5550931,221.3362908,-527.8009954,0.027613223
CG,705786.1233,280543.4818,8.061565275,262.9757116,-513.7621261,0.028196597
CG,662454.2197,358616.1481,3.496407734,302.2838132,-495.159623,0.028518848
CG,613242.3442,433505.7343,-1.099858864,338.9116941,-472.1586034,0.028577115
CG,558587.3048,504547.5153,-5.686437731,372.5342426,-444.9632259,0.028370881
CG,498974.2235,571110.919,-10.22261807,402.8530226,-413.8148786,0.027901976
CG,434932.2303,632605.1242,-14.66813641,429.5989224,-378.9900365,0.027174563
CG,367029.7664,688484.3037,-18.98353404,452.5345436,-340.7978074,0.026195096
CG,295869.5389,738252.4701,-23.13050716,471.4563078,-299.5771881,0.024972271
CG,222083.1711,781467.8777,-27.07224695,486.1962643,-255.694056,0.02351694
CG,146325.5959,817746.9433,-30.77376626,496.6235801,-209.5379206,0.021842021
CG,69269.24294,846767.6514,-34.20221013,502.6457015,-161.5184673,0.019962381
CG,-8401.930118,868272.4123,-37.32714745,504.2091758,-112.06192,0.017894703
CG,-85998.50845,882070.348,-40.12084106,501.3001255,-61.60725864,0.015657339
CG,-162831.7393,888038.9872,-42.55849394,493.9443715,-10.60232235,0.01327015
CG,-238219.6456,886125.3517,-44.6184693,482.2072039,40.50016544,0.010754322
CG,-311493.0788,876346.4272,-46.28248265,466.1928027,91.24661541,0.008132187
CG,-382001.6588,858789.0121,-47.53576411,446.0433129,141.1865985,0.005427019
CG,-449119.5464,833608.9471,-48.36718944,421.9375827,189.8768437,0.002662829
CG,-512250.9985,801029.7325,-48.76937887,394.0895763,236.8851732,-0.000135848
CG,-570835.6559,761340.5435,-48.73876253,362.7464745,281.7943375,-0.002944172
CG,-624353.5171,714893.6643,-48.27561216,328.1864809,324.2057198,-0.005737215
CG,-672329.5536,662101.3606,-47.38403874,290.7163525,363.7428736,-0.008490187
CG,-714337.9268,603432.2206,-46.07195592,250.6686768,400.0548643,-0.011178652
CG,-750005.7674,539406.9958,-44.35100984,208.3989197,432.8193841,-0.013778747
CG,-779016.4851,470593.9786,-42.23647575,164.2822707,461.7456128,-0.016267394
CG,-801112.5787,397603.9583,-39.74712239,118.7103121,486.5767991,-0.018622504
CG,-816097.9218,321084.7993,-36.90504545,72.08754386,507.0925397,-0.020823173
CG,-823839.5034,241715.6913,-33.7354714,24.82779306,523.1107353,-0.022849867
CG,-824268.6086,160201.1199,-30.2665336,-22.64945948,534.4892073,-0.024684598
CG,-817381.4287,77264.61439,-26.52902259,-69.92280231,541.1269595,-0.026311081
CG,-803239.0947,-6357.675046,-22.55611279,-116.5726339,542.9650749,-0.02771488
CG,-781967.1351,-89923.51101,-18.38306801,-162.1848871,539.9872381,-0.028883533
CG,-753754.3613,-172691.1572,-14.04692851,-206.3547042,532.2198805,-0.029806669
CG,-718851.1918,-253925.9622,-9.586182158,-248.690031,519.7319459,-0.030476094
CG,-677567.4296,-332906.8801,-5.040422859,-288.8150959,502.634278,-0.030885866
CG,-630269.5123,-408932.8707,-0.449999092,-326.3737462,481.0786369,-0.031032349
CG,-577377.2597,-481329.1218,4.144344215,-361.0326086,455.2563519,-0.030914241
CG,-519360.147,-549453.0393,8.701827347,-392.4840486,425.3966235,-0.030532592
CG,-456733.1383,-612699.9504,13.18199776,-420.448901,391.7644887,-0.02989079
CG,-390052.1153,-670508.4711,17.54508915,-444.6789479,354.6584687,-0.028994531
CG,-319908.9436,-722365.4889,21.7523744,-464.9591215,314.4079193,-0.027851771
CG,-246926.2188,-767810.7171,25.76650935,-481.1094136,271.3701069,-0.026472654
CG,-171751.7408,-806440.7808,29.55186427,-492.9864733,225.9270384,-0.02486942
CG,-95052.76363,-837912.7967,33.07484006,-500.4848787,178.4820697,-0.0230563
CG,-17510.07279,-861947.417,36.30416655,-503.5380736,129.4563255,-0.021049388
CG,60188.05729,-878331.3087,39.21118001,-502.1189576,79.28496185,-0.018866498
CG,137351.9725,-886919.0473,41.77007758,-496.2401269,28.41330333,-0.016527004
CG,213296.7605,-887634.4073,43.9581463,-485.9537624,-22.70710964,-0.014051674
CG,287348.3299,-880471.0392,45.75596473,-471.3511666,-73.62252867,-0.011462478
CG,358849.3938,-865492.5255,47.14757529,-452.5619532,-123.8810249,-0.008782399
CG,427165.3037,-842831.8166,48.12062596,-429.7528966,-173.0365004,-0.006035225
CG,491689.6827,-812690.0506,48.66647987,-403.1264517,-220.6526478,-0.003245341
CG,551849.8078,-775334.7678,48.78029199,-372.9189566,-266.3068226,-0.000437509
CG,607111.6936,-731097.5364,48.46105209,-339.3985352,-309.5937953,0.002363347
CG,656984.8316,-680371.0093,47.7115938,-302.8627172,-350.1293476,0.005132366
CG,701026.5443,-623605.4386,46.53856934,-263.6357971,-387.5536831,0.007844971
CG,738845.9144,-561304.6796,44.95239057,-222.0659558,-421.5346207,0.010477083
CG,770107.2545,-494021.7183,42.96713652,-178.5221702,-451.7705434,0.01300534
CG,794533.0866,-422353.7629,40.60042845,-133.390938,-477.9930749,0.015407301
CG,811906.6054,-346936.9433,37.87327342,-87.07284728,-499.9694621,0.017661645
CG,822073.6023,-268440.6646,34.80987787,-39.97902064,-517.5046411,0.019748363
CG,824943.8342,-187561.6652,31.4374327,7.472533737,-530.4429685,0.021648932
CG,820491.8249,-105017.8329,27.78587198,54.86063249,-538.6696028,0.023346483
CG,808757.0907,-21541.83266,23.88760722,101.7646555,-542.1115237,0.024825948
CG,789843.7899,62125.39675,19.77723969,147.7682793,-540.7381806,0.026074194
CG,763919.7982,145241.219,15.4912533,192.4631724,-534.5617633,0.027080143
CG,731215.219,227067.8923,11.06769078,235.4526199,-523.6370942,0.027834864
CG,692020.3403,306879.1171,6.545815986,276.3550443,-508.0611415,0.02833166
CG,646683.0587,383966.4835,1.96576539,314.8073929,-487.9721584,0.028566119
CG,595605.791,457645.7584,-2.631808152,350.4683597,-463.5484562,0.028536161
CG,539241.9028,527262.9595,-7.20609625,383.0214156,-435.0068213,0.028242052
CG,478091.6838,592200.1595,-11.7164972,412.1776173,-402.6005915,0.027686402
CG,412697.9078,651880.9713,-16.12297636,437.6781722,-366.6174066,0.026874142
CG,343641.0146,705775.6637,-20.38642152,459.2967357,-327.376656,0.025812482
CG,271533.958,753405.8637,-24.46899002,476.8414199,-285.2266434,0.024510845
CG,197016.7653,794348.8021,-28.33444471,490.1564967,-240.5414954,0.022980785
CG,120750.8565,828241.0667,-31.94847553,499.1237808,-193.7178403,0.021235882
CG,43413.17314,854781.8272,-35.27900409,503.6636778,-145.1712885,0.019291624
CG,-34309.83005,873735.5059,-38.29646838,503.7358912,-95.33274238,0.017165268
CG,-111728.2782,884933.8688,-40.97408517,499.3397802,-44.64457258,0.014875687
CG,-188154.9996,888277.5183,-43.28808776,490.5143648,6.443309156,0.012443204
CG,-262911.6253,883736.7759,-45.21793688,477.33798,57.47744315,0.00988941
CG,-335334.6102,871351.9456,-46.74650306,459.9275804,108.0048468,0.007236971
CG,-404781.1228,851232.9561,-47.86021863,438.4377019,157.5770353,0.004509432
CG,-470634.7509,823558.3848,-48.54919819,413.0590902,205.7540023,0.001731001
CG,-532310.9731,788573.8734,-48.80732629,384.0170076,252.1081257,-0.00107366
CG,-589262.3468,746589.9467,-48.63231178,351.5692337,296.227963,-0.003879657
CG,-640983.3675,697979.257,-48.02570809,316.0037771,337.7219034,-0.006662084
CG,-687014.956,643173.2764,-46.99289948,277.6363195,376.2216437,-0.009396244
CG,-726948.5324,582658.4665,-45.54305324,236.8074131,411.3854574,-0.012057869
CG,-760429.6437,516971.9611,-43.6890383,193.879458,442.9012281,-0.014623333
CG,-787161.109,446696.7982,-41.44731102,149.2334859,470.4892195,-0.017069867
CG,-806905.6579,372456.7453,-38.83776915,103.2657776,493.9045586,-0.019375754
CG,-819488.0366,294910.7621,-35.88357515,56.38434574,512.9394093,-0.021520528
CG,-824796.5628,214747.1525,-32.61095066,9.005313114,527.4248168,-0.023485152
CG,-822784.1177,132677.4543,-29.04894373,-38.45078059,537.2322075,-0.025252188
CG,-813468.564,49430.1238,-25.22917098,-85.56271173,542.2745305,-0.026805951
CG,-796932.5871,-34255.92965,-21.18553698,-131.9123115,542.5070297,-0.02813265
CG,-773322.9616,-117637.9028,-16.95393333,-177.0881776,537.9276413,-0.029220511
CG,-742849.2481,-199975.6912,-12.57192002,-220.6893258,528.5770124,-0.030059876
CG,-705781.9335,-280538.459,-8.078392126,-262.3287492,514.5381397,-0.030643297
CG,-662450.0299,-358611.1253,-3.513234512,-301.6368535,495.9356333,-0.030965594
CG,-613238.1544,-433500.7115,1.083032158,-338.264737,472.9346103,-0.031023907
CG,-558583.115,-504542.4925,5.669611096,-371.8872882,445.7392294,-0.03081772
CG,-498970.0338,-571105.8963,10.2057915,-402.2060709,414.5908787,-0.030348861
CG,-434928.0406,-632600.1014,14.65130992,-428.9519734,379.7660333,-0.029621493
CG,-367025.5767,-688479.281,18.96670762,-451.8875972,341.5738008,-0.028642073
CG,-295865.3492,-738247.4475,23.11368081,-470.8093642,300.3531782,-0.027419294
CG,-222078.9814,-781462.855,27.05542068,-485.5493233,256.4700426,-0.025964009
CG,-146321.4062,-817741.9207,30.75694006,-495.9766418,210.3139039,-0.024289137
CG,-69265.0533,-846762.6288,34.185384,-501.9987659,162.2944472,-0.022409543
CG,8406.119735,-868267.3897,37.3103214,-503.5622429,112.8378965,-0.020341911
CG,86002.69805,-882065.3254,40.10401508,-500.6531952,62.38323179,-0.018104593
CG,162835.9289,-888033.9646,42.54166803,-493.2974439,11.37829213,-0.01571745
CG,238223.8351,-886120.3292,44.60164346,-481.560279,-39.72419903,-0.013201669
CG,311497.2683,-876341.4047,46.26565689,-465.5458805,-90.47065237,-0.01057958
CG,382005.8483,-858783.9896,47.51893841,-445.3963934,-140.4106388,-0.007874458
CG,449123.7359,-833603.9247,48.35036382,-421.2906659,-189.1008875,-0.005110314
CG,512255.188,-801024.7101,48.75255332,-393.4426621,-236.1092203,-0.002311682
CG,570839.8454,-761335.5211,48.72193705,-362.099563,-281.018388,0.000496595
CG,624357.7065,-714888.6419,48.25878676,-327.5395721,-323.4297737,0.003289593
CG,672333.743,-662096.3382,47.3672134,-290.0694464,-362.9669308,0.006042518
CG,714342.1162,-603427.1982,46.05513065,-250.0217734,-399.2789249,0.008730937
CG,750009.9568,-539401.9735,44.33418465,-207.752019,-432.0434481,0.011330987
CG,779020.6745,-470588.9563,42.21965063,-163.6353726,-460.9696801,0.013819588
CG,801116.7681,-397598.936,39.73029735,-118.0634166,-485.8008698,0.016174652
CG,816102.1112,-321079.7771,36.88822048,-71.44065113,-506.3166137,0.018375275
CG,823843.6927,-241710.669,33.7186465,-24.180903,-522.3348127,0.020401923
CG,824272.7979,-160196.0977,30.24970877,23.29634685,-533.7132881,0.022236609
CG,817385.618,-77259.59219,26.51219784,70.569687,-540.3510437,0.023863046
CG,803243.284,6362.697222,22.53928811,117.2195159,-542.1891624,0.025266799
CG,781971.3244,89928.53316,18.3662434,162.8317664,-539.211329,0.026435407
CG,753758.5505,172696.1794,14.03010397,207.0015809,-531.4439748,0.027358497
CG,718855.381,253930.9843,9.569357691,249.3369049,-518.9560436,0.028027876
CG,677571.6188,332911.9022,5.023598464,289.4619672,-501.858379,0.028437603
CG,630273.7015,408937.8927,0.433174769,327.0206149,-480.3027413,0.028584039
CG,577381.4489,481334.1439,-4.161168466,361.6794746,-454.4804597,0.028465886
CG,519364.3362,549458.0613,-8.718651525,393.1309119,-424.6207346,0.028084192
CG,456737.3275,612704.9724,-13.19882187,421.0957616,-390.9886032,0.027442344
CG,390056.3045,670513.4931,-17.56191318,445.3258058,-353.8825866,0.026546039
CG,319913.1327,722370.5108,-21.76919836,465.6059767,-313.6320405,0.025403234
CG,246930.4079,767815.7391,-25.78333324,481.7562662,-270.5942316,0.024024071
CG,171755.9299,806445.8027,-29.56868809,493.6333231,-225.1511664,0.022420791
CG,95056.95269,837917.8186,-33.09166381,501.1317259,-177.706201,0.020607626
CG,17514.26184,861952.4389,-36.32099022,504.1849181,-128.6804602,0.018600669
CG,-60183.86825,878336.3306,-39.22800361,502.7657994,-78.50909995,0.016417733
CG,-137347.7835,886924.0691,-41.78690111,496.886966,-27.63744481,0.014078194
CG,-213292.5715,887639.4291,-43.97496976,486.6005988,23.48296479,0.011602819
CG,-287344.1409,880476.061,-45.77278811,471.9980004,74.39838046,0.009013578
CG,-358845.2048,865497.5473,-47.16439861,453.2087843,124.6568733,0.006333453
CG,-427161.1147,842836.8384,-48.1374492,430.3997251,173.8123455,0.003586234
CG,-491685.4937,812695.0723,-48.68330304,403.7732775,221.4284894,0.000796304
CG,-551845.6189,775339.7895,-48.79711508,373.5657797,267.0826609,-0.002011573
CG,-607107.5047,731102.5581,-48.47787512,340.0453556,310.3696302,-0.004812474
CG,-656980.6427,680376.031,-47.72841675,303.509535,350.9051791,-0.007581539
CG,-701022.3555,623610.4603,-46.55539222,264.2826122,388.3295113,-0.010294189
CG,-738841.7256,561309.7013,-44.96921337,222.7127682,422.3104456,-0.012926346
CG,-770103.0657,494026.7399,-42.98395925,179.1689799,452.5463648,-0.015454649
CG,-794528.8978,422358.7845,-40.61725111,134.037745,478.7688929,-0.017856654
CG,-811902.4166,346941.9649,-37.89009601,87.71965159,500.7452768,-0.020111044
CG,-822069.4135,268445.6861,-34.82670039,40.62582228,518.2804525,-0.022197807
CG,-824939.6455,187566.6867,-31.45425515,-6.825734784,531.2187765,-0.024098421
CG,-820487.6362,105022.8544,-27.80269435,-54.21383622,539.4454074,-0.025796017
CG,-808752.902,21546.85412,-23.90442952,-101.1178619,542.8873249,-0.027275526
CG,-789839.6012,-62120.37531,-19.79406191,-147.1214884,541.5139784,-0.028523818
CG,-763915.6096,-145236.1976,-15.50807546,-191.8163842,535.3375578,-0.029529811
CG,-731211.0303,-227062.8709,-11.08451287,-234.8058344,524.4128853,-0.030284578
CG,-692016.1517,-306874.0957,-6.562637999,-275.7082615,508.8369292,-0.030781418
CG,-646678.87,-383961.4621,-1.98258733,-314.1606127,488.7479428,-0.031015923
CG,-595601.6024,-457640.7371,2.614986284,-349.8215822,464.3242372,-0.03098601
CG,-539237.7142,-527257.9382,7.189274454,-382.3746407,435.7825989,-0.030691946
CG,-478087.4952,-592195.1382,11.69967548,-411.5308451,403.3763657,-0.03013634
CG,-412693.7193,-651875.95,16.10615471,-437.0314027,367.3931775,-0.029324125
CG,-343636.8261,-705770.6425,20.36959994,-458.6499689,328.1524235,-0.02826251
CG,-271529.7695,-753400.8425,24.45216851,-476.1946557,286.0024076,-0.026960918
CG,-197012.5768,-794343.7809,28.31762327,-489.5097353,241.3172561,-0.025430903
CG,-120746.668,-828236.0455,31.93165416,-498.4770221,194.4935977,-0.023686044
CG,-43408.98466,-854776.806,35.26218279,-503.0169217,145.9470425,-0.021741831
CG,34314.0185,-873730.4848,38.27964716,-503.0891378,96.10849304,-0.01961552
CG,111732.4666,-884928.8477,40.95726403,-498.6930294,45.42031987,-0.017325984
CG,188159.188,-888272.4972,43.27126668,-489.8676167,-5.667565236,-0.014893546
CG,262915.8137,-883731.7548,45.20111587,-476.6912346,-56.7017026,-0.012339796
CG,335338.7986,-871346.9246,46.72968213,-459.2808377,-107.2291096,-0.009687402
CG,404785.3112,-851227.935,47.84339778,-437.7909619,-156.8013015,-0.006959907
CG,470638.9393,-823553.3638,48.5323774,-412.4123529,-204.9782719,-0.004181521
CG,532315.1614,-788568.8524,48.79050558,-383.3702729,-251.3323987,-0.001376904
CG,589266.5351,-746584.9257,48.61549114,-350.9225017,-295.4522393,0.001429048
