Fault,Va,Vb,Vc,Ia,Ib,Ic
AG,44.2055417,221622.7882,-887234.739,-0.009751454,-485.7170068,-29.57964322
AG,45.95894899,295423.0625,-879198.6056,-0.007150908,-470.6421348,-80.44431108
AG,47.30459564,366601.0918,-863358.6897,-0.004462087,-451.3973648,-130.6021288
AG,48.23053758,434525.095,-839855.5873,-0.001708854,-428.1535149,-179.6078919
AG,48.7285561,498592.1737,-808897.9138,0.001084352,-401.116899,-227.0266219
AG,48.79423074,558233.6642,-770760.4516,0.00389274,-370.5274959,-272.4374267
AG,48.42697856,612920.1842,-725781.7116,0.006691382,-336.6568194,-315.4372366
AG,47.63005934,662166.3323,-674360.9282,0.009455439,-299.805508,-355.6443825
AG,46.41054657,705534.9963,-616954.516,0.012160378,-260.3006564,-392.7019826
AG,44.77926473,742641.2328,-554072.0182,0.014782189,-218.4929125,-426.2811112
AG,42.75069321,773155.6843,-486271.5845,0.017297602,-174.7533648,-456.0837175
AG,40.34283774,796807.5022,-414155.0163,0.019684291,-129.4702486,-481.8452713
AG,37.57707061,813386.7515,-338362.4253,0.021921072,-83.04549989,-503.3371114
AG,34.47794098,822746.2734,-259566.5519,0.023988091,-35.89118808,-520.3684745
AG,31.07295694,824802.9923,-178466.7939,0.025867003,11.57414186,-532.788189
AG,27.39234135,819538.6525,-95782.99856,0.027541132,58.92918435,-540.4860168
AG,23.46876364,806999.9807,-12249.07298,0.028995616,105.7536127,-543.3936312
AG,19.33704974,787298.2711,71393.52976,0.030217549,151.63181,-541.485224
AG,15.03387306,760608.3974,154402.392,0.031196083,196.1565581,-534.7777344
AG,10.59742887,727167.2607,236040.7212,0.031922535,238.9326524,-523.3306985
AG,6.067095382,687271.6871,315583.8897,0.032390456,279.5804091,-507.2457209
AG,1.483084151,641275.7924,392325.8669,0.032595695,317.7390359,-486.6655731
AG,-3.113916816,589587.8395,465585.4854,0.03253643,353.0698342,-461.7729259
AG,-7.683104213,532666.6143,534712.4876,0.032213187,385.2592054,-432.788728
AG,-12.18392161,471017.3536,599093.2975,0.031628838,414.0214343,-399.9702454
AG,-16.57641944,405187.2606,658156.4665,0.030788569,439.1012255,-363.608777
AG,-20.82160957,335760.6479,711377.7455,0.029699838,460.2759689,-324.0270699
AG,-24.8818114,263353.751,758284.7388,0.028372312,477.357716,-281.5764541
AG,-28.72098629,188609.2587,798461.0966,0.026817772,490.1948481,-236.6337242
AG,-32.30505745,112190.6084,831550.2108,0.025050019,498.6734219,-189.597795
AG,-35.60221242,34776.09731,857258.3799,0.023084743,502.718181,-140.8861608
AG,-38.58318542,-42947.13774,875357.4164,0.020939389,502.293224,-90.93118939
AG,-41.22151711,-120289.2199,885686.6721,0.018633001,497.4023227,-40.17628462
AG,-43.49378948,-196563.6552,888154.4637,0.01618605,488.0888892,10.9280494
AG,-45.37983369,-271093.4266,882738.887,0.013620256,474.4355903,61.92820701
AG,-46.86290906,-343217.0024,869488.0109,0.010958395,456.5636135,112.3715072
AG,-47.92985172,-412294.2087,848519.4512,0.008224093,434.6315919,161.8102118
AG,-48.57119141,-477711.9114,820019.3262,0.005441622,408.8341957,209.8054993
AG,-48.78123555,-538889.4582,784240.6053,0.002635679,379.4004044,255.9313602
AG,-48.55811979,-595283.8329,741500.8627,-0.000168829,346.5914745,299.7783781
AG,-47.9038245,-646394.475,692179.4595,-0.002947008,310.6986203,340.9573638
AG,-46.82415727,-691767.723,636714.1759,-0.005674199,272.0404295,379.1028098
AG,-45.32870129,-731000.8406,575597.3258,-0.008326194,230.9600349,413.8761343
AG,-43.43073034,-763745.5918,509371.3865,-0.010879453,187.822069,444.968687
AG,-41.14709095,-789711.332,438624.1843,-0.013311312,143.0094276,472.1044882
AG,-38.49805285,-808667.5874,363983.6763,-0.015600186,96.91987068,495.0426786
AG,-35.50712911,-820446.101,286112.377,-0.017725758,49.96249263,513.5796572
AG,-32.20086738,-824942.3258,205701.4775,-0.01966916,2.554090423,527.5508885
AG,-28.60861425,-822116.353,123464.7106,-0.021413142,-44.88453556,536.832363
AG,-24.76225484,-811993.2662,40132.01574,-0.022942223,-91.93231668,541.3416976
AG,-20.6959297,-794662.9185,-43556.94021,-0.024242831,-138.1716535,541.0388672
AG,-16.44573182,-770279.1354,-126859.3281,-0.02530342,-183.1921223,535.9265598
AG,-12.04938626,-739058.3491,-209035.7502,-0.026114576,-226.5941182,526.0501525
AG,-7.545915294,-701277.6775,-289356.8026,-0.026669099,-267.9924021,511.4973092
AG,-2.975292047,-657272.4644,-367109.55,-0.026962066,-307.0195196,492.3972019
AG,1.621914302,-607433.3033,-441603.8535,-0.026990875,-343.3290635,468.9193645
AG,6.204898623,-552202.5701,-512178.4964,-0.026755271,-376.5987475,441.272188
AG,10.73298202,-492070.4967,-578207.0532,-0.026257344,-406.5332676,409.7010708
AG,15.16597291,-427570.8196,-639103.4498,-0.025501513,-432.8669228,374.4862404
AG,19.46452375,-359276.0426,-694327.1653,-0.024494486,-455.3659737,335.9402661
AG,23.59048029,-287792.3549,-743388.0303,-0.023245201,-473.830717,294.4052847
AG,27.50722025,-213754.2507,-785850.5769,-0.021764746,-488.0972584,250.2499637
AG,31.17997837,-137818.8976,-821337.9046,-0.020066261,-498.0389671,203.8662289
AG,34.57615499,-60660.30309,-849535.0255,-0.01816482,-503.5675996,155.6657856
AG,37.66560541,17036.66767,-870191.6598,-0.016077302,-504.6340835,106.0764644
AG,40.42090743,94582.37087,-883124.4577,-0.013822234,-501.2289524,55.53842375
AG,42.81760481,171288.5053,-888218.627,-0.011419631,-493.3824305,4.500242785
AG,44.83442429,246474.222,-885428.9513,-0.008890819,-481.1641642,-46.58505992
AG,46.45346444,319472.1672,-874780.192,-0.006258243,-464.6826035,-97.26404757
AG,47.66035453,389634.4059,-856366.8682,-0.003545269,-444.08404,-147.0868899
AG,48.44438214,456338.1731,-830352.418,-0.000775977,-419.5513078,-195.6113557
AG,48.79858816,518991.4015,-796967.7475,0.002025053,-391.3021613,-242.4067384
AG,48.71982865,577037.9765,-756509.1812,0.00483296,-359.5873419,-287.0576788
AG,48.20880268,629962.6728,-709335.8323,0.007622821,-324.6883524,-329.1678521
AG,47.27004614,677295.7269,-655866.4149,0.010369874,-286.9149587,-368.3634853
AG,45.91189151,718617.0072,-596575.5272,0.013049737,-246.6024402,-404.2966751
AG,44.14639387,753559.7433,-531989.4394,0.015638623,-204.1086135,-436.648476
AG,41.9892239,781813.7808,-462681.4221,0.018113554,-159.8106569,-465.131731
AG,39.45952878,803128.3349,-389266.6582,0.020452563,-114.1017622,-489.4936208
AG,36.57976227,817314.2162,-312396.7824,0.02263489,-67.38764454,-509.5179075
AG,33.37548539,824245.5098,-232754.097,0.024641164,-20.08294188,-525.0268541
AG,29.87513951,823860.693,-151045.5163,0.026453579,27.39246597,-535.882802
AG,26.10979396,816163.1814,-67996.29141,0.028056048,74.61718396,-541.9893929
AG,22.1128702,801221.2988,15656.42695,0.029434347,121.1720422,-543.2924245
AG,17.91984523,779167.6704,99170.13128,0.030576245,166.6438165,-539.7803308
AG,13.56793661,750198.0456,181803.548,0.031471605,210.6288961,-531.4842853
AG,9.095772209,714569.561,262823.2172,0.032112482,252.7368665,-518.4779244
AG,4.543047262,672598.4574,341510.0023,0.032493187,292.5939744,-500.8766934
AG,-0.049827919,624657.2735,417165.4741,0.032610342,329.8464452,-478.8368221
AG,-4.64208665,571171.5385,489118.1091,0.032462908,364.1636235,-452.5539378
AG,-9.192967718,512615.9956,556729.2507,0.032052194,395.2409075,-422.2613293
AG,-13.66207718,449510.3879,619398.7776,0.031381846,422.8024532,-388.2278759
AG,-18.00974691,382414.8453,676570.4306,0.030457815,446.6036223,-350.7556608
AG,-22.19738668,311924.9126,727736.7501,0.029288303,466.4331539,-310.1772902
AG,-26.1878267,238666.2634,772443.5802,0.027883692,482.1150399,-266.8529405
AG,-29.94564755,163289.1466,810294.1,0.02625645,493.5100867,-221.1671615
AG,-33.43749454,86462.61496,840952.3455,0.02442102,500.5171511,-173.5254636
AG,-36.6323738,8868.586119,864146.1919,0.022393696,503.0740379,-124.3507177
AG,-39.50192734,-68804.20981,879669.7692,0.020192471,501.158052,-74.07940237
AG,-42.02068482,-145866.3436,887385.2888,0.017836886,494.7862,-23.15772932
AG,-44.16628956,-221633.8063,887224.2673,0.015347849,484.0150388,27.96231712
AG,-45.91969702,-295434.0805,879188.134,0.012747454,468.9401741,78.82699181
AG,-47.26534383,-366612.1098,863348.218,0.010058782,449.6954114,128.9848163
AG,-48.19128594,-434536.1129,839845.1157,0.0073057,426.4515688,177.9905863
AG,-48.68930463,-498603.1916,808887.4423,0.004512644,399.4149601,225.4093231
AG,-48.75497943,-558244.682,770749.9801,0.001704406,368.8255644,270.8201347
AG,-48.38772743,-612931.202,725771.2402,-0.001094087,334.9548952,313.8199515
AG,-47.59080837,-662177.3501,674350.4568,-0.003857995,298.103591,354.0271042
AG,-46.37129577,-705546.014,616944.0446,-0.006562783,258.5987467,391.0847112
AG,-44.74001411,-742652.2505,554061.5469,-0.009184445,216.7910101,424.6638466
AG,-42.71144275,-773166.7019,486261.1132,-0.011699709,173.0514697,454.4664597
AG,-40.30358745,-796818.5198,414144.545,-0.014086248,127.7683607,480.2280204
AG,-37.53782049,-813397.769,338351.9541,-0.01632288,81.34361934,501.7198672
AG,-34.43869103,-822757.2909,259556.0808,-0.01838975,34.18931482,518.7512372
AG,-31.03370715,-824814.0097,178456.3228,-0.020268513,-13.27600784,531.1709586
AG,-27.35309174,-819549.6699,95772.5275,-0.021942492,-60.63104304,538.8687931
AG,-23.42951419,-807010.9981,12238.60197,-0.023396828,-107.4554641,541.7764144
AG,-19.29780047,-787309.2884,-71404.00073,-0.024618611,-153.3336541,539.868014
AG,-14.99462395,-760619.4146,-154412.8629,-0.025596997,-197.858395,533.1605313
AG,-10.55817993,-727178.2779,-236051.1921,-0.026323299,-240.6344819,521.7135022
AG,-6.027846614,-687282.7042,-315594.3606,-0.026791072,-281.2822314,505.6285315
AG,-1.443835552,-641286.8095,-392336.3377,-0.026996162,-319.4408509,485.0483905
AG,3.153165246,-589598.8566,-465595.9561,-0.026936748,-354.7716419,460.1557501
AG,7.722352475,-532677.6313,-534722.9583,-0.026613358,-386.9610058,431.171559
AG,12.2231697,-471028.3705,-599103.7682,-0.02602886,-415.7232275,398.3530832
AG,16.61566736,-405198.2775,-658166.9371,-0.025188442,-440.8030113,361.9916217
AG,20.86085732,-335771.6648,-711388.2161,-0.024099563,-461.9777474,322.4099214
AG,24.92105898,-263364.7678,-758295.2093,-0.022771888,-479.0594872,279.9593125
AG,28.76023371,-188620.2755,-798471.5671,-0.0212172,-491.8966121,235.0165894
AG,32.3443047,-112201.6251,-831560.6812,-0.019449299,-500.3751786,187.9806671
AG,35.6414595,-34787.11398,-857268.8503,-0.017483875,-504.4199305,139.2690396
AG,38.62243233,42936.12111,-875367.8868,-0.015338373,-503.9949661,89.31407505
AG,41.26076385,120278.2033,-885697.1424,-0.013031837,-499.1040576,38.55917711
AG,43.53303606,196552.6387,-888164.934,-0.010584738,-489.7906168,-12.54515007
AG,45.41908009,271082.4101,-882749.3572,-0.008018796,-476.1373105,-63.54530086
AG,46.90215529,343205.986,-869498.481,-0.005356787,-458.2653265,-113.9885943
AG,47.96909778,412283.1924,-848529.9213,-0.002622338,-436.3332976,-163.427292
AG,48.61043731,477700.895,-820029.7963,0.000160281,-410.5358941,-211.4225727
AG,48.82048128,538878.4419,-784251.0753,0.002966371,-381.1020955,-257.5484267
AG,48.59736534,595272.8166,-741511.3327,0.005771027,-348.2931583,-301.3954378
AG,47.94306989,646383.4588,-692189.9294,0.008549353,-312.4002969,-342.5744167
AG,46.86340249,691756.7068,-636724.6458,0.011276692,-273.7420988,-380.7198558
AG,45.36794634,730989.8245,-575607.7956,0.013928834,-232.6616969,-415.4931735
AG,43.46997522,763734.5758,-509381.8563,0.01648224,-189.5237238,-446.5857194
AG,41.18633566,789700.316,-438634.6541,0.018914247,-144.711075,-473.7215138
AG,38.5372974,808656.5715,-363994.1461,0.021203268,-98.62151086,-496.6596973
AG,35.54637349,820435.0851,-286122.8467,0.023328987,-51.66412552,-515.1966691
AG,32.24011158,824931.3099,-205711.9471,0.025272536,-4.25571603,-529.1678936
AG,28.64785829,822105.3372,-123475.1802,0.027016665,43.18291724,-538.4493612
AG,24.80149871,811982.2504,-40142.4853,0.028545893,90.23070564,-542.958689
AG,20.7351734,794651.9028,43546.4707,0.029846647,136.4700497,-542.6558518
AG,16.48497535,770268.1197,126848.8587,0.030907383,181.4905258,-537.5435375
AG,12.08862962,739047.3335,209025.2808,0.031718686,224.892529,-527.6671234
AG,7.585158487,701266.6619,289346.3332,0.032273356,266.2908202,-513.1142733
AG,3.014535072,657261.4489,367099.0806,0.032566469,305.317945,-494.0141591
AG,-1.582671446,607422.2878,441593.3842,0.032595425,341.6274962,-470.5363149
AG,-6.165655937,552191.5547,512168.0272,0.032359967,374.8971875,-442.8891316
AG,-10.69373951,492059.4813,578196.584,0.031862187,404.8317148,-411.3180076
AG,-15.12673056,427559.8043,639092.9806,0.031106502,431.1653773,-376.1031703
AG,-19.42528157,359265.0273,694316.6962,0.030099621,453.6644355,-337.5571892
AG,-23.55123828,287781.3396,743377.5612,0.028850482,472.1291861,-296.0222009
AG,-27.46797841,213743.2355,785840.1079,0.027370173,486.3957348,-251.8668731
AG,-31.1407367,137807.8824,821327.4357,0.025671834,496.3374507,-205.4831315
AG,-34.53691349,60649.28798,849524.5565,0.02377054,501.8660905,-157.2826814
AG,-37.62636407,-17047.68273,870181.1909,0.021683167,502.9325817,-107.6933534
AG,-40.38166627,-94593.38588,883113.9889,0.019428245,499.5274579,-57.15530588
AG,-42.77836382,-171299.5203,888208.1582,0.017025788,491.6809433,-6.117118078
AG,-44.79518347,-246485.237,885418.4825,0.014497122,479.4626843,44.96819146
AG,-46.41422378,-319483.1821,874769.7233,0.011864691,462.9811309,95.64718594
AG,-47.62111404,-389645.4207,856356.3996,0.009151863,442.3825746,145.4700351
AG,-48.40514182,-456349.1878,830341.9494,0.006382716,417.8498498,193.9945077
AG,-48.75934801,-519002.4162,796957.2789,0.003581832,389.6007105,240.7898972
AG,-48.68058867,-577048.9912,756498.7127,0.00077407,357.8858983,285.4408445
AG,-48.16956286,-629973.6874,709325.3639,-0.002015646,322.9869161,327.5510246
AG,-47.23080649,-677306.7414,655855.9465,-0.004762554,285.2135297,366.7466646
AG,-45.87265204,-718628.0218,596565.0588,-0.007442271,244.9010185,402.6798612
AG,-44.10715456,-753570.7578,531978.971,-0.010031012,202.4071991,435.031669
AG,-41.94998476,-781824.7952,462670.9538,-0.012505798,158.1092498,463.5149309
AG,-39.42028981,-803139.3493,389256.1899,-0.014844662,112.4003623,487.8768275
AG,-36.54052347,-817325.2306,312386.3141,-0.017026844,65.686252,507.901121
AG,-33.33624675,-824256.5241,232743.6289,-0.019032973,18.38155662,523.4100744
AG,-29.83590104,-823871.7073,151035.0482,-0.020845243,-29.09384395,534.2660291
AG,-26.07055566,-816174.1957,67985.82332,-0.022447567,-76.31855466,540.3726269
AG,-22.07363208,-801232.313,-15666.89499,-0.023825722,-122.8734056,541.6756653
AG,-17.88060727,-779178.6845,-99180.59928,-0.024967475,-168.3451726,538.1635784
AG,-13.52869882,-750209.0597,-181814.016,-0.025862691,-212.330245,529.8675398
AG,-9.056534589,-714580.575,-262833.6851,-0.026503423,-254.4382081,516.8611857
AG,-4.503809812,-672609.4714,-341520.4702,-0.026883984,-294.2953087,499.2599616
AG,0.089065201,-624668.2874,-417175.9419,-0.027000995,-331.5477722,477.220097
AG,4.681323763,-571182.5524,-489128.5769,-0.026853416,-365.8649432,450.9372196
AG,9.232204662,-512627.0094,-556739.7184,-0.026442558,-396.94222,420.6446179
AG,13.70131396,-449521.4017,-619409.2453,-0.025772066,-424.5037583,386.6111713
AG,18.04898352,-382425.8591,-676580.8982,-0.024847891,-448.3049201,349.1389631
AG,22.23662311,-311935.9263,-727747.2177,-0.023678235,-468.1344445,308.5605993
AG,26.22706297,-238677.277,-772454.0478,-0.02227348,-483.8163232,265.2362564
AG,29.98488365,-163300.1602,-810304.5675,-0.020646093,-495.2113627,219.5504843
AG,33.47673047,-86473.62852,-840962.8129,-0.01881052,-502.2184198,171.9087932
AG,36.67160956,-8879.599628,-864156.6594,-0.016783052,-504.7752993,122.7340541
AG,39.54116294,68793.19635,-879680.2366,-0.014581684,-502.8593062,72.46274561
AG,42.05992024,145855.3302,-887395.7561,-0.012225955,-496.4874469,21.54107938
AG,44.20552481,221622.7929,-887234.7346,-0.009736775,-485.7162784,-29.57896022
AG,45.9589321,295423.0672,-879198.6012,-0.007136236,-470.6414064,-80.44362809
AG,47.30457875,366601.0965,-863358.6852,-0.004447421,-451.3966365,-130.6014458
AG,48.23052069,434525.0997,-839855.5829,-0.001694195,-428.1527866,-179.607209
AG,48.72853921,498592.1785,-808897.9094,0.001099005,-401.1161706,-227.0259389
AG,48.79421384,558233.6689,-770760.4472,0.003907386,-370.5267676,-272.4367437
AG,48.42696167,612920.1889,-725781.7072,0.006706022,-336.6560911,-315.4365537
AG,47.63004245,662166.337,-674360.9238,0.009470073,-299.8047797,-355.6436995
AG,46.41052968,705535.001,-616954.5115,0.012175005,-260.2999281,-392.7012996
AG,44.77924784,742641.2375,-554072.0138,0.014796809,-218.4921842,-426.2804282
AG,42.75067632,773155.689,-486271.5801,0.017312216,-174.7526365,-456.0830345
AG,40.34282085,796807.507,-414155.0119,0.019698898,-129.4695203,-481.8445883
AG,37.57705372,813386.7562,-338362.4209,0.021935673,-83.04477158,-503.3364284
AG,34.47792409,822746.2782,-259566.5475,0.024002686,-35.89045978,-520.3677915
AG,31.07294005,824802.997,-178466.7895,0.025881592,11.57487016,-532.7875061
AG,27.39232446,819538.6572,-95782.99414,0.027555713,58.92991264,-540.4853338
AG,23.46874675,806999.9855,-12249.06856,0.029010192,105.754341,-543.3929482
AG,19.33703286,787298.2758,71393.53418,0.030232117,151.6325383,-541.4845411
AG,15.03385617,760608.4021,154402.3964,0.031210645,196.1572864,-534.7770515
AG,10.59741198,727167.2654,236040.7256,0.03193709,238.9333807,-523.3300156
AG,6.067078493,687271.6918,315583.8942,0.032405005,279.5811374,-507.245038
AG,1.483067262,641275.7971,392325.8713,0.032610238,317.7397642,-486.6648902
AG,-3.113933705,589587.8442,465585.4898,0.032550966,353.0705625,-461.7722429
AG,-7.683121102,532666.619,534712.4921,0.032227717,385.2599337,-432.7880451
AG,-12.1839385,471017.3583,599093.302,0.031643362,414.0221626,-399.9695624
AG,-16.57643632,405187.2653,658156.4709,0.030803086,439.1019537,-363.6080941
AG,-20.82162646,335760.6526,711377.7499,0.029714349,460.2766971,-324.026387
AG,-24.88182829,263353.7558,758284.7432,0.028386816,477.3584442,-281.5757712
AG,-28.72100318,188609.2634,798461.1011,0.02683227,490.1955763,-236.6330413
AG,-32.30507434,112190.6131,831550.2152,0.02506451,498.6741501,-189.5971121
AG,-35.60222931,34776.10203,857258.3843,0.023099228,502.7189093,-140.8854779
AG,-38.58320231,-42947.13302,875357.4209,0.020953868,502.2939522,-90.93050649
AG,-41.221534,-120289.2151,885686.6765,0.018647473,497.4030509,-40.17560173
AG,-43.49380637,-196563.6505,888154.4682,0.016200515,488.0896175,10.92873229
AG,-45.37985057,-271093.4219,882738.8914,0.013634715,474.4363185,61.9288899
AG,-46.86292595,-343216.9977,869488.0153,0.010972847,456.5643417,112.3721901
AG,-47.92986861,-412294.204,848519.4556,0.00823854,434.6323201,161.8108947
AG,-48.5712083,-477711.9067,820019.3307,0.005456062,408.8349239,209.8061822
AG,-48.78125244,-538889.4534,784240.6097,0.002650113,379.4011326,255.9320431
AG,-48.55813667,-595283.8282,741500.8671,-0.000154401,346.5922027,299.779061
AG,-47.90384139,-646394.4703,692179.4639,-0.002932587,310.6993485,340.9580467
AG,-46.82417415,-691767.7183,636714.1803,-0.005659784,272.0411577,379.1034926
AG,-45.32871817,-731000.8358,575597.3302,-0.008311786,230.9607631,413.8768172
AG,-43.43074723,-763745.5871,509371.391,-0.010865051,187.8227972,444.9693699
AG,-41.14710783,-789711.3273,438624.1888,-0.013296917,143.0101558,472.1051711
AG,-38.49806974,-808667.5827,363983.6808,-0.015585797,96.92059889,495.0433614
AG,-35.507146,-820446.0963,286112.3814,-0.017711376,49.96322083,513.5803401
AG,-32.20088426,-824942.3211,205701.4819,-0.019654784,2.554818626,527.5515714
AG,-28.60863114,-822116.3483,123464.715,-0.021398772,-44.88380736,536.8330459
AG,-24.76227173,-811993.2615,40132.02017,-0.02292786,-91.93158849,541.3423805
AG,-20.69594659,-794662.9138,-43556.93578,-0.024228474,-138.1709253,541.0395501
AG,-16.44574871,-770279.1307,-126859.3237,-0.025289069,-183.1913941,535.9272426
AG,-12.04940315,-739058.3444,-209035.7458,-0.026100232,-226.59339,526.0508354
AG,-7.545932179,-701277.6727,-289356.7982,-0.026654761,-267.9916739,511.497992
AG,-2.975308932,-657272.4597,-367109.5456,-0.026947734,-307.0187915,492.3978847
AG,1.621897417,-607433.2986,-441603.8491,-0.02697655,-343.3283353,468.9200473
AG,6.204881739,-552202.5654,-512178.492,-0.026740953,-376.5980194,441.2728709
AG,10.73296514,-492070.492,-578207.0488,-0.026243032,-406.5325394,409.7017537
AG,15.16595603,-427570.8149,-639103.4453,-0.025487207,-432.8661946,374.4869232
AG,19.46450686,-359276.0379,-694327.1609,-0.024480187,-455.3652455,335.9409489
AG,23.5904634,-287792.3501,-743388.0258,-0.023230908,-473.8299888,294.4059675
AG,27.50720337,-213754.246,-785850.5725,-0.021750459,-488.0965303,250.2506465
AG,31.17996149,-137818.8929,-821337.9002,-0.02005198,-498.0382389,203.8669117
AG,34.57613811,-60660.29838,-849535.0211,-0.018150546,-503.5668715,155.6664684
AG,37.66558853,17036.67238,-870191.6553,-0.016063035,-504.6333553,106.0771473
AG,40.42089055,94582.37558,-883124.4533,-0.013807973,-501.2282242,55.53910656
AG,42.81758793,171288.5101,-888218.6226,-0.011405376,-493.3817024,4.500925589
AG,44.83440741,246474.2267,-885428.9468,-0.008876571,-481.1634361,-46.58437712
AG,46.45344756,319472.1719,-874780.1876,-0.006244001,-464.6818754,-97.26336478
AG,47.66033765,389634.4106,-856366.8638,-0.003531033,-444.0833119,-147.0862071
AG,48.44436525,456338.1778,-830352.4136,-0.000761748,-419.5505797,-195.6106729
AG,48.79857128,518991.4062,-796967.743,0.002039276,-391.3014332,-242.4060556
AG,48.71981177,577037.9812,-756509.1768,0.004847177,-359.5866137,-287.0569961
AG,48.20878579,629962.6775,-709335.8279,0.007637032,-324.6876242,-329.1671693
AG,47.27002926,677295.7316,-655866.4105,0.010384079,-286.9142306,-368.3628025
AG,45.91187463,718617.0119,-596575.5228,0.013063935,-246.6017121,-404.2959923
AG,44.14637699,753559.748,-531989.435,0.015652815,-204.1078854,-436.6477932
AG,41.98920702,781813.7855,-462681.4177,0.01812774,-159.8099288,-465.1310483
AG,39.4595119,803128.3396,-389266.6538,0.020466742,-114.1010341,-489.4929381
AG,36.57974539,817314.221,-312396.7779,0.022649063,-67.38691645,-509.5172248
AG,33.3754685,824245.5145,-232754.0926,0.024655331,-20.08221379,-525.0261713
AG,29.87512263,823860.6977,-151045.5119,0.026467739,27.39319406,-535.8821192
AG,26.10977708,816163.1862,-67996.28699,0.028070201,74.61791205,-541.9887102
AG,22.11285332,801221.3035,15656.43136,0.029448495,121.1727703,-543.2917417
AG,17.91982835,779167.6751,99170.13569,0.030590386,166.6445445,-539.779648
AG,13.56791973,750198.0503,181803.5525,0.03148574,210.6296242,-531.4836026
AG,9.095755329,714569.5657,262823.2216,0.032126611,252.7375946,-518.4772417
AG,4.543030383,672598.4622,341510.0068,0.032507309,292.5947025,-500.8760107
AG,-0.049844798,624657.2782,417165.4785,0.032624458,329.8471733,-478.8361394
AG,-4.642103529,571171.5432,489118.1135,0.032477018,364.1643516,-452.5532551
AG,-9.192984597,512616.0003,556729.2551,0.032066297,395.2416356,-422.2606466
AG,-13.66209406,449510.3926,619398.782,0.031395943,422.8031812,-388.2271931
AG,-18.00976379,382414.85,676570.435,0.030471906,446.6043503,-350.7549781
AG,-22.19740356,311924.9173,727736.7545,0.029302388,466.433882,-310.1766075
AG,-26.18784358,238666.2681,772443.5846,0.02789777,482.115768,-266.8522577
AG,-29.94566443,163289.1513,810294.1044,0.026270522,493.5108148,-221.1664788
AG,-33.43751142,86462.61968,840952.3499,0.024435086,500.5178791,-173.5247809
AG,-36.63239068,8868.590836,864146.1964,0.022407755,503.0747659,-124.350035
AG,-39.50194422,-68804.2051,879669.7736,0.020206525,501.1587801,-74.07871966
AG,-42.0207017,-145866.3389,887385.2932,0.017850933,494.786928,-23.15704661
AG,-44.16630643,-221633.8016,887224.2717,0.01536189,484.0157668,27.96299982
AG,-45.91971389,-295434.0758,879188.1384,0.012761488,468.9409021,78.82767451
AG,-47.26536071,-366612.1051,863348.2225,0.010072811,449.6961395,128.985499
AG,-48.19130282,-434536.1082,839845.1202,0.007319722,426.4522968,177.991269
AG,-48.6893215,-498603.1869,808887.4467,0.004526659,399.4156882,225.4100058
AG,-48.75499631,-558244.6773,770749.9846,0.001718415,368.8262924,270.8208174
AG,-48.38774431,-612931.1973,725771.2446,-0.001080084,334.9556232,313.8206342
AG,-47.59082525,-662177.3454,674350.4612,-0.003843998,298.104319,354.0277869
AG,-46.37131265,-705546.0093,616944.049,-0.006548793,258.5994747,391.0853938
AG,-44.74003098,-742652.2458,554061.5513,-0.009170461,216.7917382,424.6645293
AG,-42.71145963,-773166.6972,486261.1177,-0.011685731,173.0521977,454.4671423
AG,-40.30360432,-796818.5151,414144.5495,-0.014072276,127.7690888,480.228703
AG,-37.53783737,-813397.7643,338351.9585,-0.016308914,81.34434734,501.7205499
AG,-34.43870791,-822757.2862,259556.0852,-0.018375791,34.19004281,518.7519198
AG,-31.03372403,-824814.005,178456.3273,-0.02025456,-13.27527985,531.1716412
AG,-27.35310862,-819549.6652,95772.53193,-0.021928545,-60.63031505,538.8694758
AG,-23.42953107,-807010.9934,12238.60639,-0.023382887,-107.4547361,541.777097
AG,-19.29781735,-787309.2837,-71403.9963,-0.024604677,-153.3329261,539.8686967
AG,-14.99464082,-760619.4099,-154412.8585,-0.025583069,-197.857667,533.1612139
AG,-10.55819681,-727178.2732,-236051.1876,-0.026309377,-240.633754,521.7141848
AG,-6.027863489,-687282.6995,-315594.3562,-0.026777156,-281.2815034,505.6292141
AG,-1.443852427,-641286.8048,-392336.3332,-0.026982253,-319.4401229,485.0490731
AG,3.153148371,-589598.8518,-465595.9517,-0.026922845,-354.770914,460.1564327
AG,7.7223356,-532677.6266,-534722.9539,-0.026599461,-386.9602779,431.1722417
AG,12.22315283,-471028.3658,-599103.7638,-0.026014969,-415.7224995,398.3537658
AG,16.61565049,-405198.2728,-658166.9326,-0.025174557,-440.8022834,361.9923043
AG,20.86084045,-335771.6601,-711388.2116,-0.024085685,-461.9770195,322.4106041
AG,24.92104211,-263364.7631,-758295.2049,-0.022758016,-479.0587593,279.9599951
AG,28.76021683,-188620.2708,-798471.5627,-0.021203334,-491.8958841,235.017272
AG,32.34428783,-112201.6204,-831560.6768,-0.019435439,-500.3744507,187.9813497
AG,35.64144263,-34787.10927,-857268.8458,-0.017470021,-504.4192025,139.2697223
AG,38.62241546,42936.12582,-875367.8824,-0.015324526,-503.9942382,89.31475767
AG,41.26074698,120278.208,-885697.138,-0.013017995,-499.1033296,38.55985973
AG,43.53301918,196552.6434,-888164.9296,-0.010570902,-489.7898889,-12.54446746
AG,45.41906322,271082.4148,-882749.3528,-0.008004967,-476.1365826,-63.54461825
